Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
4:00:00 PM,30,Monday,137,14,41,10,202,heavy
4:15:00 PM,30,Monday,122,21,20,10,173,heavy
4:30:00 PM,30,Monday,104,19,39,9,171,heavy
4:45:00 PM,30,Monday,147,21,40,9,217,heavy
5:00:00 PM,30,Monday,105,38,34,7,184,heavy
5:15:00 PM,30,Monday,124,23,46,5,198,heavy
5:30:00 PM,30,Monday,135,18,20,5,178,heavy
5:45:00 PM,30,Monday,107,35,23,8,173,heavy
6:00:00 PM,30,Monday,109,21,24,10,164,normal
6:15:00 PM,30,Monday,136,32,26,8,202,heavy
6:30:00 PM,30,Monday,134,23,49,8,214,heavy
6:45:00 PM,30,Monday,90,20,11,25,146,high
7:00:00 PM,30,Monday,104,5,16,16,141,normal
7:15:00 PM,30,Monday,60,21,13,6,100,low
7:30:00 PM,30,Monday,104,22,11,13,150,normal
7:45:00 PM,30,Monday,54,23,10,25,112,high
8:00:00 PM,30,Monday,68,6,15,34,123,high
8:15:00 PM,30,Monday,88,13,19,19,139,normal
8:30:00 PM,30,Monday,64,22,16,16,118,normal
8:45:00 PM,30,Monday,58,24,14,24,120,high
9:00:00 PM,30,Monday,67,19,12,9,107,low
9:15:00 PM,30,Monday,73,20,18,7,118,normal
9:30:00 PM,30,Monday,109,25,16,20,170,heavy
9:45:00 PM,30,Monday,63,15,11,23,112,high
10:00:00 PM,30,Monday,19,4,1,26,50,normal
10:15:00 PM,30,Monday,15,1,0,34,50,normal
10:30:00 PM,30,Monday,15,5,1,14,35,normal
10:45:00 PM,30,Monday,19,3,1,33,56,normal
11:00:00 PM,30,Monday,18,4,0,11,33,low
11:15:00 PM,30,Monday,14,1,0,27,42,normal
11:30:00 PM,30,Monday,19,0,0,37,56,normal
11:45:00 PM,30,Monday,19,0,0,29,48,normal
12:00:00 AM,31,Tuesday,18,1,0,30,49,normal
12:15:00 AM,31,Tuesday,19,3,0,18,40,normal
12:30:00 AM,31,Tuesday,15,2,1,34,52,normal
12:45:00 AM,31,Tuesday,17,0,1,14,32,normal
1:00:00 AM,31,Tuesday,12,0,0,33,45,normal
1:15:00 AM,31,Tuesday,20,0,1,20,41,normal
1:30:00 AM,31,Tuesday,10,2,0,18,30,normal
1:45:00 AM,31,Tuesday,13,3,0,31,47,normal
2:00:00 AM,31,Tuesday,10,0,1,38,49,normal
2:15:00 AM,31,Tuesday,19,1,1,28,49,normal
2:30:00 AM,31,Tuesday,19,4,0,16,39,normal
2:45:00 AM,31,Tuesday,16,1,0,15,32,normal
3:00:00 AM,31,Tuesday,17,1,0,34,52,normal
3:15:00 AM,31,Tuesday,19,1,0,21,41,normal
3:30:00 AM,31,Tuesday,10,1,0,39,50,normal
3:45:00 AM,31,Tuesday,16,4,0,15,35,normal
4:00:00 AM,31,Tuesday,13,0,0,16,29,normal
4:15:00 AM,31,Tuesday,98,5,1,17,121,normal
4:30:00 AM,31,Tuesday,65,10,3,8,86,low
4:45:00 AM,31,Tuesday,98,17,0,20,135,normal
5:00:00 AM,31,Tuesday,60,20,5,6,91,low
5:15:00 AM,31,Tuesday,110,18,10,11,149,normal
5:30:00 AM,31,Tuesday,70,13,4,13,100,normal
5:45:00 AM,31,Tuesday,96,12,7,17,132,normal
6:00:00 AM,31,Tuesday,129,31,36,1,197,heavy
6:15:00 AM,31,Tuesday,146,28,47,3,224,heavy
6:30:00 AM,31,Tuesday,137,23,27,0,187,heavy
6:45:00 AM,31,Tuesday,131,28,24,0,183,heavy
7:00:00 AM,31,Tuesday,134,10,44,0,188,heavy
7:15:00 AM,31,Tuesday,109,25,24,0,158,normal
7:30:00 AM,31,Tuesday,108,35,22,3,168,heavy
7:45:00 AM,31,Tuesday,146,14,37,2,199,heavy
8:00:00 AM,31,Tuesday,147,21,41,5,214,heavy
8:15:00 AM,31,Tuesday,110,34,35,0,179,heavy
8:30:00 AM,31,Tuesday,110,40,50,2,202,heavy
8:45:00 AM,31,Tuesday,123,12,22,3,160,normal
9:00:00 AM,31,Tuesday,145,25,20,5,195,heavy
9:15:00 AM,31,Tuesday,82,15,16,29,142,high
9:30:00 AM,31,Tuesday,62,2,7,22,93,normal
9:45:00 AM,31,Tuesday,92,8,11,21,132,high
10:00:00 AM,31,Tuesday,35,22,22,18,97,normal
10:15:00 AM,31,Tuesday,66,25,13,13,117,normal
10:30:00 AM,31,Tuesday,50,2,25,12,89,normal
10:45:00 AM,31,Tuesday,50,22,24,7,103,normal
11:00:00 AM,31,Tuesday,50,8,5,24,87,normal
11:15:00 AM,31,Tuesday,55,5,5,21,86,normal
11:30:00 AM,31,Tuesday,51,10,14,24,99,normal
11:45:00 AM,31,Tuesday,34,8,14,21,77,normal
12:00:00 PM,31,Tuesday,25,7,5,20,57,normal
12:15:00 PM,31,Tuesday,59,7,9,21,96,normal
12:30:00 PM,31,Tuesday,38,10,9,24,81,normal
12:45:00 PM,31,Tuesday,70,10,9,23,112,high
1:00:00 PM,31,Tuesday,63,8,13,22,106,normal
1:15:00 PM,31,Tuesday,6,24,12,13,55,normal
1:30:00 PM,31,Tuesday,108,17,16,16,157,normal
1:45:00 PM,31,Tuesday,41,20,32,12,105,normal
2:00:00 PM,31,Tuesday,54,10,20,9,93,normal
2:15:00 PM,31,Tuesday,60,19,14,7,100,low
2:30:00 PM,31,Tuesday,102,11,9,11,133,normal
2:45:00 PM,31,Tuesday,50,24,30,5,109,normal
3:00:00 PM,31,Tuesday,25,24,19,10,78,normal
3:15:00 PM,31,Tuesday,90,25,18,20,153,normal
3:30:00 PM,31,Tuesday,86,13,27,11,137,high
3:45:00 PM,31,Tuesday,44,19,17,9,89,normal
4:00:00 PM,31,Tuesday,126,24,35,8,193,heavy
4:15:00 PM,31,Tuesday,146,26,42,9,223,normal
4:30:00 PM,31,Tuesday,117,28,33,10,188,heavy
4:45:00 PM,31,Tuesday,144,36,49,10,239,heavy
5:00:00 PM,31,Tuesday,137,19,23,9,188,heavy
5:15:00 PM,31,Tuesday,118,19,48,5,190,heavy
5:30:00 PM,31,Tuesday,119,27,28,8,182,heavy
5:45:00 PM,31,Tuesday,149,26,43,5,223,normal
6:00:00 PM,31,Tuesday,117,34,36,10,197,heavy
6:15:00 PM,31,Tuesday,124,30,44,10,208,heavy
6:30:00 PM,31,Tuesday,141,36,48,5,230,heavy
6:45:00 PM,31,Tuesday,78,6,11,28,123,high
7:00:00 PM,31,Tuesday,102,23,16,24,165,high
