Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
12:00:00 AM,10,Tuesday,137,14,41,10,202,heavy
12:15:00 AM,10,Tuesday,122,21,20,10,173,heavy
12:30:00 AM,10,Tuesday,104,19,39,9,171,heavy
12:45:00 AM,10,Tuesday,147,21,40,9,217,heavy
1:00:00 AM,10,Tuesday,105,38,34,7,184,heavy
1:15:00 AM,10,Tuesday,124,23,46,5,198,heavy
1:30:00 AM,10,Tuesday,135,18,20,5,178,heavy
1:45:00 AM,10,Tuesday,107,35,23,8,173,heavy
2:00:00 AM,10,Tuesday,109,21,24,10,164,normal
2:15:00 AM,10,Tuesday,136,32,26,8,202,heavy
2:30:00 AM,10,Tuesday,134,23,49,8,214,heavy
2:45:00 AM,10,Tuesday,90,20,11,25,146,high
3:00:00 AM,10,Tuesday,104,5,16,16,141,normal
3:15:00 AM,10,Tuesday,60,21,13,6,100,low
3:30:00 AM,10,Tuesday,104,22,11,13,150,normal
3:45:00 AM,10,Tuesday,54,23,10,25,112,high
4:00:00 AM,10,Tuesday,68,6,15,34,123,high
4:15:00 AM,10,Tuesday,88,13,19,19,139,normal
4:30:00 AM,10,Tuesday,64,22,16,16,118,normal
4:45:00 AM,10,Tuesday,58,24,14,24,120,high
5:00:00 AM,10,Tuesday,67,19,12,9,107,low
5:15:00 AM,10,Tuesday,73,20,18,7,118,normal
5:30:00 AM,10,Tuesday,109,25,16,20,170,heavy
5:45:00 AM,10,Tuesday,63,15,11,23,112,high
6:00:00 AM,10,Tuesday,19,4,1,26,50,normal
6:15:00 AM,10,Tuesday,15,1,0,34,50,normal
6:30:00 AM,10,Tuesday,15,5,1,14,35,normal
6:45:00 AM,10,Tuesday,19,3,1,33,56,normal
7:00:00 AM,10,Tuesday,18,4,0,11,33,low
7:15:00 AM,10,Tuesday,14,1,0,27,42,normal
7:30:00 AM,10,Tuesday,19,0,0,37,56,normal
7:45:00 AM,10,Tuesday,19,0,0,29,48,normal
8:00:00 AM,10,Tuesday,18,1,0,30,49,normal
8:15:00 AM,10,Tuesday,19,3,0,18,40,normal
8:30:00 AM,10,Tuesday,15,2,1,34,52,normal
8:45:00 AM,10,Tuesday,17,0,1,14,32,normal
9:00:00 AM,10,Tuesday,12,0,0,33,45,normal
9:15:00 AM,10,Tuesday,20,0,1,20,41,normal
9:30:00 AM,10,Tuesday,10,2,0,18,30,normal
9:45:00 AM,10,Tuesday,13,3,0,31,47,normal
10:00:00 AM,10,Tuesday,10,0,1,38,49,normal
10:15:00 AM,10,Tuesday,19,1,1,28,49,normal
10:30:00 AM,10,Tuesday,19,4,0,16,39,normal
10:45:00 AM,10,Tuesday,16,1,0,15,32,normal
11:00:00 AM,10,Tuesday,17,1,0,34,52,normal
11:15:00 AM,10,Tuesday,19,1,0,21,41,normal
11:30:00 AM,10,Tuesday,10,1,0,39,50,normal
11:45:00 AM,10,Tuesday,16,4,0,15,35,normal
12:00:00 PM,10,Tuesday,13,0,0,16,29,normal
12:15:00 PM,10,Tuesday,98,5,1,17,121,normal
12:30:00 PM,10,Tuesday,65,10,3,8,86,low
12:45:00 PM,10,Tuesday,98,17,0,20,135,normal
1:00:00 PM,10,Tuesday,60,20,5,6,91,low
1:15:00 PM,10,Tuesday,110,18,10,11,149,normal
1:30:00 PM,10,Tuesday,70,13,4,13,100,normal
1:45:00 PM,10,Tuesday,96,12,7,17,132,normal
2:00:00 PM,10,Tuesday,129,31,36,1,197,heavy
2:15:00 PM,10,Tuesday,146,28,47,3,224,heavy
2:30:00 PM,10,Tuesday,137,23,27,0,187,heavy
2:45:00 PM,10,Tuesday,131,28,24,0,183,heavy
3:00:00 PM,10,Tuesday,134,10,44,0,188,heavy
3:15:00 PM,10,Tuesday,109,25,24,0,158,normal
3:30:00 PM,10,Tuesday,108,35,22,3,168,heavy
3:45:00 PM,10,Tuesday,146,14,37,2,199,heavy
4:00:00 PM,10,Tuesday,147,21,41,5,214,heavy
4:15:00 PM,10,Tuesday,110,34,35,0,179,heavy
4:30:00 PM,10,Tuesday,110,40,50,2,202,heavy
4:45:00 PM,10,Tuesday,123,12,22,3,160,normal
5:00:00 PM,10,Tuesday,145,25,20,5,195,heavy
5:15:00 PM,10,Tuesday,82,15,16,29,142,high
5:30:00 PM,10,Tuesday,62,2,7,22,93,normal
5:45:00 PM,10,Tuesday,92,8,11,21,132,high
6:00:00 PM,10,Tuesday,35,22,22,18,97,normal
6:15:00 PM,10,Tuesday,66,25,13,13,117,normal
6:30:00 PM,10,Tuesday,50,2,25,12,89,normal
