Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
12:00:00 AM,10,Tuesday,54,18,3,12,87,low
12:15:00 AM,10,Tuesday,69,8,0,14,91,normal
12:30:00 AM,10,Tuesday,52,19,6,10,87,low
12:45:00 AM,10,Tuesday,66,8,0,12,86,low
1:00:00 AM,10,Tuesday,54,11,0,13,78,normal
1:15:00 AM,10,Tuesday,151,48,15,3,217,heavy
1:30:00 AM,10,Tuesday,170,62,18,2,252,heavy
1:45:00 AM,10,Tuesday,134,59,11,3,207,heavy
2:00:00 AM,10,Tuesday,166,63,22,1,252,heavy
2:15:00 AM,10,Tuesday,173,64,10,2,249,heavy
2:30:00 AM,10,Tuesday,176,45,22,2,245,heavy
2:45:00 AM,10,Tuesday,162,59,27,1,249,heavy
3:00:00 AM,10,Tuesday,171,46,15,3,235,heavy
3:15:00 AM,10,Tuesday,158,44,26,2,230,heavy
3:30:00 AM,10,Tuesday,151,64,16,0,231,heavy
3:45:00 AM,10,Tuesday,162,65,14,3,244,heavy
4:00:00 AM,10,Tuesday,179,44,23,1,247,heavy
4:15:00 AM,10,Tuesday,175,59,11,3,248,heavy
4:30:00 AM,10,Tuesday,173,63,13,2,251,heavy
4:45:00 AM,10,Tuesday,144,66,11,3,224,heavy
5:00:00 AM,10,Tuesday,132,68,22,4,226,heavy
5:15:00 AM,10,Tuesday,161,50,10,0,221,heavy
5:30:00 AM,10,Tuesday,151,56,29,1,237,heavy
5:45:00 AM,10,Tuesday,168,59,24,1,252,heavy
6:00:00 AM,10,Tuesday,144,65,20,3,232,heavy
6:15:00 AM,10,Tuesday,179,63,12,2,256,heavy
6:30:00 AM,10,Tuesday,161,56,12,4,233,heavy
6:45:00 AM,10,Tuesday,134,67,12,1,214,heavy
7:00:00 AM,10,Tuesday,140,70,23,4,237,heavy
7:15:00 AM,10,Tuesday,66,29,24,1,120,normal
7:30:00 AM,10,Tuesday,60,27,17,2,106,normal
7:45:00 AM,10,Tuesday,89,27,10,2,128,normal
8:00:00 AM,10,Tuesday,81,29,5,0,115,normal
8:15:00 AM,10,Tuesday,78,22,12,1,113,normal
8:30:00 AM,10,Tuesday,71,24,18,2,115,normal
8:45:00 AM,10,Tuesday,50,26,9,1,86,low
9:00:00 AM,10,Tuesday,55,28,5,0,88,low
9:15:00 AM,10,Tuesday,61,20,25,1,107,normal
9:30:00 AM,10,Tuesday,76,22,14,2,114,normal
9:45:00 AM,10,Tuesday,50,20,23,1,94,normal
10:00:00 AM,10,Tuesday,89,26,0,2,117,normal
10:15:00 AM,10,Tuesday,62,20,17,0,99,normal
10:30:00 AM,10,Tuesday,83,20,23,2,128,normal
10:45:00 AM,10,Tuesday,65,20,2,0,87,low
11:00:00 AM,10,Tuesday,60,21,2,1,84,low
11:15:00 AM,10,Tuesday,36,8,3,9,56,low
11:30:00 AM,10,Tuesday,39,5,4,11,59,low
11:45:00 AM,10,Tuesday,26,8,3,0,37,low
12:00:00 PM,10,Tuesday,23,4,0,5,32,low
12:15:00 PM,10,Tuesday,50,2,0,4,56,low
12:30:00 PM,10,Tuesday,30,2,3,1,36,low
12:45:00 PM,10,Tuesday,48,10,4,2,64,low
1:00:00 PM,10,Tuesday,39,6,6,1,52,low
1:15:00 PM,10,Tuesday,47,10,3,9,69,low
1:30:00 PM,10,Tuesday,26,3,5,3,37,low
1:45:00 PM,10,Tuesday,25,6,3,9,43,low
2:00:00 PM,10,Tuesday,19,1,0,11,31,low
2:15:00 PM,10,Tuesday,16,5,0,26,47,normal
2:30:00 PM,10,Tuesday,15,2,1,39,57,normal
2:45:00 PM,10,Tuesday,14,5,0,11,30,low
3:00:00 PM,10,Tuesday,12,2,0,20,34,normal
3:15:00 PM,10,Tuesday,11,2,0,35,48,normal
3:30:00 PM,10,Tuesday,18,5,1,11,35,low
3:45:00 PM,10,Tuesday,17,2,0,20,39,normal
4:00:00 PM,10,Tuesday,19,5,1,30,55,normal
4:15:00 PM,10,Tuesday,17,4,1,24,46,normal
4:30:00 PM,10,Tuesday,16,3,0,14,33,normal
4:45:00 PM,10,Tuesday,16,3,1,23,43,normal
5:00:00 PM,10,Tuesday,20,0,1,17,38,normal
5:15:00 PM,10,Tuesday,20,0,0,37,57,normal
5:30:00 PM,10,Tuesday,18,0,1,30,49,normal
5:45:00 PM,10,Tuesday,19,1,0,14,34,normal
6:00:00 PM,10,Tuesday,18,5,0,29,52,normal
6:15:00 PM,10,Tuesday,11,1,0,22,34,normal
6:30:00 PM,10,Tuesday,20,3,0,24,47,normal
6:45:00 PM,10,Tuesday,12,2,1,10,25,low
7:00:00 PM,10,Tuesday,19,5,1,31,56,normal
7:15:00 PM,10,Tuesday,10,0,0,32,42,normal
7:30:00 PM,10,Tuesday,14,1,1,12,28,low
7:45:00 PM,10,Tuesday,14,2,1,24,41,normal
8:00:00 PM,10,Tuesday,10,3,0,32,45,normal
8:15:00 PM,10,Tuesday,97,23,6,17,143,normal
