Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
8:00:00 AM,20,Friday,54,18,3,12,87,low
8:15:00 AM,20,Friday,69,8,0,14,91,normal
8:30:00 AM,20,Friday,52,19,6,10,87,low
8:45:00 AM,20,Friday,66,8,0,12,86,low
9:00:00 AM,20,Friday,54,11,0,13,78,normal
9:15:00 AM,20,Friday,151,48,15,3,217,heavy
9:30:00 AM,20,Friday,170,62,18,2,252,heavy
9:45:00 AM,20,Friday,134,59,11,3,207,heavy
10:00:00 AM,20,Friday,166,63,22,1,252,heavy
10:15:00 AM,20,Friday,173,64,10,2,249,heavy
10:30:00 AM,20,Friday,176,45,22,2,245,heavy
10:45:00 AM,20,Friday,162,59,27,1,249,heavy
11:00:00 AM,20,Friday,171,46,15,3,235,heavy
11:15:00 AM,20,Friday,158,44,26,2,230,heavy
11:30:00 AM,20,Friday,151,64,16,0,231,heavy
11:45:00 AM,20,Friday,162,65,14,3,244,heavy
12:00:00 PM,20,Friday,179,44,23,1,247,heavy
12:15:00 PM,20,Friday,175,59,11,3,248,heavy
12:30:00 PM,20,Friday,173,63,13,2,251,heavy
12:45:00 PM,20,Friday,144,66,11,3,224,heavy
1:00:00 PM,20,Friday,132,68,22,4,226,heavy
1:15:00 PM,20,Friday,161,50,10,0,221,heavy
1:30:00 PM,20,Friday,151,56,29,1,237,heavy
1:45:00 PM,20,Friday,168,59,24,1,252,heavy
2:00:00 PM,20,Friday,144,65,20,3,232,heavy
2:15:00 PM,20,Friday,179,63,12,2,256,heavy
2:30:00 PM,20,Friday,161,56,12,4,233,heavy
2:45:00 PM,20,Friday,134,67,12,1,214,heavy
3:00:00 PM,20,Friday,140,70,23,4,237,heavy
3:15:00 PM,20,Friday,66,29,24,1,120,normal
3:30:00 PM,20,Friday,60,27,17,2,106,normal
3:45:00 PM,20,Friday,89,27,10,2,128,normal
4:00:00 PM,20,Friday,81,29,5,0,115,normal
4:15:00 PM,20,Friday,78,22,12,1,113,normal
4:30:00 PM,20,Friday,71,24,18,2,115,normal
4:45:00 PM,20,Friday,50,26,9,1,86,low
5:00:00 PM,20,Friday,55,28,5,0,88,low
5:15:00 PM,20,Friday,61,20,25,1,107,normal
5:30:00 PM,20,Friday,76,22,14,2,114,normal
5:45:00 PM,20,Friday,50,20,23,1,94,normal
6:00:00 PM,20,Friday,89,26,0,2,117,normal
6:15:00 PM,20,Friday,62,20,17,0,99,normal
6:30:00 PM,20,Friday,83,20,23,2,128,normal
6:45:00 PM,20,Friday,65,20,2,0,87,low
7:00:00 PM,20,Friday,60,21,2,1,84,low
7:15:00 PM,20,Friday,36,8,3,9,56,low
7:30:00 PM,20,Friday,39,5,4,11,59,low
7:45:00 PM,20,Friday,26,8,3,0,37,low
8:00:00 PM,20,Friday,23,4,0,5,32,low
8:15:00 PM,20,Friday,50,2,0,4,56,low
8:30:00 PM,20,Friday,30,2,3,1,36,low
8:45:00 PM,20,Friday,48,10,4,2,64,low
9:00:00 PM,20,Friday,39,6,6,1,52,low
9:15:00 PM,20,Friday,47,10,3,9,69,low
9:30:00 PM,20,Friday,26,3,5,3,37,low
9:45:00 PM,20,Friday,25,6,3,9,43,low
10:00:00 PM,20,Friday,19,1,0,11,31,low
10:15:00 PM,20,Friday,16,5,0,26,47,normal
10:30:00 PM,20,Friday,15,2,1,39,57,normal
10:45:00 PM,20,Friday,14,5,0,11,30,low
11:00:00 PM,20,Friday,12,2,0,20,34,normal
11:15:00 PM,20,Friday,11,2,0,35,48,normal
11:30:00 PM,20,Friday,18,5,1,11,35,low
11:45:00 PM,20,Friday,17,2,0,20,39,normal
12:00:00 AM,21,Sunday,19,5,1,30,55,normal
12:15:00 AM,21,Sunday,17,4,1,24,46,normal
12:30:00 AM,21,Sunday,16,3,0,14,33,normal
12:45:00 AM,21,Sunday,16,3,1,23,43,normal
1:00:00 AM,21,Sunday,20,0,1,17,38,normal
1:15:00 AM,21,Sunday,20,0,0,37,57,normal
1:30:00 AM,21,Sunday,18,0,1,30,49,normal
1:45:00 AM,21,Sunday,19,1,0,14,34,normal
2:00:00 AM,21,Sunday,18,5,0,29,52,normal
2:15:00 AM,21,Sunday,11,1,0,22,34,normal
2:30:00 AM,21,Sunday,20,3,0,24,47,normal
2:45:00 AM,21,Sunday,12,2,1,10,25,low
3:00:00 AM,21,Sunday,19,5,1,31,56,normal
3:15:00 AM,21,Sunday,10,0,0,32,42,normal
3:30:00 AM,21,Sunday,14,1,1,12,28,low
3:45:00 AM,21,Sunday,14,2,1,24,41,normal
4:00:00 AM,21,Sunday,10,3,0,32,45,normal
4:15:00 AM,21,Sunday,97,23,6,17,143,normal
4:30:00 AM,21,Sunday,104,22,7,11,144,normal
4:45:00 AM,21,Sunday,100,15,8,20,143,normal
5:00:00 AM,21,Sunday,87,7,7,4,105,low
5:15:00 AM,21,Sunday,77,27,8,10,122,normal
5:30:00 AM,21,Sunday,51,7,4,5,67,low
5:45:00 AM,21,Sunday,79,1,10,6,96,low
6:00:00 AM,21,Sunday,100,40,29,5,174,heavy
6:15:00 AM,21,Sunday,112,13,39,0,164,high
6:30:00 AM,21,Sunday,120,16,34,2,172,heavy
6:45:00 AM,21,Sunday,123,14,26,3,166,high
7:00:00 AM,21,Sunday,142,27,27,4,200,heavy
7:15:00 AM,21,Sunday,139,38,49,2,228,heavy
7:30:00 AM,21,Sunday,134,24,21,2,181,heavy
7:45:00 AM,21,Sunday,102,13,31,0,146,high
8:00:00 AM,21,Sunday,102,16,43,4,165,high
8:15:00 AM,21,Sunday,106,16,32,1,155,high
8:30:00 AM,21,Sunday,117,19,42,3,181,heavy
8:45:00 AM,21,Sunday,139,36,40,3,218,heavy
9:00:00 AM,21,Sunday,121,13,25,2,161,normal
9:15:00 AM,21,Sunday,65,19,16,11,111,normal
9:30:00 AM,21,Sunday,12,25,39,28,104,normal
9:45:00 AM,21,Sunday,98,21,10,5,134,normal
10:00:00 AM,21,Sunday,58,9,25,13,105,normal
10:15:00 AM,21,Sunday,81,10,39,29,159,high
10:30:00 AM,21,Sunday,67,20,33,29,149,high
10:45:00 AM,21,Sunday,68,22,25,16,131,normal
11:00:00 AM,21,Sunday,47,10,6,22,85,normal
11:15:00 AM,21,Sunday,45,7,10,27,89,normal
11:30:00 AM,21,Sunday,54,5,11,24,94,normal
11:45:00 AM,21,Sunday,61,7,15,28,111,normal
12:00:00 PM,21,Sunday,56,5,4,29,94,normal
12:15:00 PM,21,Sunday,23,5,4,27,59,normal
12:30:00 PM,21,Sunday,31,6,8,23,68,normal
12:45:00 PM,21,Sunday,27,7,14,28,76,normal
1:00:00 PM,21,Sunday,30,7,3,30,70,normal
1:15:00 PM,21,Sunday,114,21,5,14,154,normal
1:30:00 PM,21,Sunday,46,24,35,16,121,high
1:45:00 PM,21,Sunday,68,29,29,20,146,high
2:00:00 PM,21,Sunday,45,16,15,5,81,low
2:15:00 PM,21,Sunday,86,13,11,20,130,normal
2:30:00 PM,21,Sunday,44,11,19,15,89,normal
2:45:00 PM,21,Sunday,45,17,13,20,95,normal
3:00:00 PM,21,Sunday,106,17,7,12,142,normal
3:15:00 PM,21,Sunday,44,16,9,13,82,normal
3:30:00 PM,21,Sunday,77,23,13,9,122,normal
3:45:00 PM,21,Sunday,53,17,26,8,104,normal
4:00:00 PM,21,Sunday,138,18,20,8,184,heavy
4:15:00 PM,21,Sunday,142,24,39,9,214,heavy
4:30:00 PM,21,Sunday,114,25,21,7,167,normal
4:45:00 PM,21,Sunday,116,35,42,6,199,heavy
5:00:00 PM,21,Sunday,149,22,37,8,216,heavy
5:15:00 PM,21,Sunday,100,12,39,7,158,high
5:30:00 PM,21,Sunday,101,23,45,5,174,heavy
5:45:00 PM,21,Sunday,122,40,48,10,220,heavy
6:00:00 PM,21,Sunday,112,34,39,9,194,heavy
6:15:00 PM,21,Sunday,112,12,41,5,170,heavy
6:30:00 PM,21,Sunday,116,22,23,7,168,heavy
6:45:00 PM,21,Sunday,90,13,15,33,151,high
7:00:00 PM,21,Sunday,85,14,14,13,126,normal
7:15:00 PM,21,Sunday,59,25,13,27,124,high
7:30:00 PM,21,Sunday,108,5,15,22,150,high
7:45:00 PM,21,Sunday,75,8,16,25,124,high
8:00:00 PM,21,Sunday,96,15,12,27,150,high
8:15:00 PM,21,Sunday,61,17,10,8,96,low
8:30:00 PM,21,Sunday,84,25,20,30,159,high
8:45:00 PM,21,Sunday,55,9,12,19,95,normal
9:00:00 PM,21,Sunday,65,16,12,32,125,high
9:15:00 PM,21,Sunday,87,16,10,16,129,normal
9:30:00 PM,21,Sunday,75,5,12,21,113,high
9:45:00 PM,21,Sunday,82,16,14,34,146,high
10:00:00 PM,21,Sunday,11,3,0,34,48,normal
10:15:00 PM,21,Sunday,15,5,0,14,34,normal
10:30:00 PM,21,Sunday,18,5,1,13,37,normal
10:45:00 PM,21,Sunday,19,2,1,34,56,normal
11:00:00 PM,21,Sunday,20,4,1,26,51,normal
11:15:00 PM,21,Sunday,14,4,0,10,28,low
11:30:00 PM,21,Sunday,11,1,1,36,49,normal
11:45:00 PM,21,Sunday,10,2,1,15,28,normal
12:00:00 AM,22,Saturday,10,3,0,33,46,normal
12:15:00 AM,22,Saturday,14,3,0,23,40,normal
12:30:00 AM,22,Saturday,11,5,1,11,28,low
12:45:00 AM,22,Saturday,10,1,1,34,46,normal
1:00:00 AM,22,Saturday,20,4,1,17,42,normal
1:15:00 AM,22,Saturday,17,5,0,24,46,normal
1:30:00 AM,22,Saturday,12,2,1,18,33,normal
1:45:00 AM,22,Saturday,15,0,1,16,32,normal
2:00:00 AM,22,Saturday,19,5,0,15,39,normal
2:15:00 AM,22,Saturday,11,3,1,39,54,normal
2:30:00 AM,22,Saturday,14,5,0,10,29,low
2:45:00 AM,22,Saturday,20,0,1,33,54,normal
3:00:00 AM,22,Saturday,13,1,1,33,48,normal
3:15:00 AM,22,Saturday,18,2,1,12,33,low
3:30:00 AM,22,Saturday,19,2,1,23,45,normal
3:45:00 AM,22,Saturday,10,4,0,36,50,normal
4:00:00 AM,22,Saturday,13,4,0,17,34,normal
4:15:00 AM,22,Saturday,86,28,2,18,134,normal
4:30:00 AM,22,Saturday,59,29,9,14,111,normal
