Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
8:00:00 PM,4,Saturday,89,25,20,24,158,high
8:15:00 PM,4,Saturday,87,16,15,14,132,normal
8:30:00 PM,4,Saturday,106,12,16,9,143,normal
8:45:00 PM,4,Saturday,78,10,19,20,127,normal
9:00:00 PM,4,Saturday,61,10,16,27,114,high
9:15:00 PM,4,Saturday,74,19,15,24,132,high
9:30:00 PM,4,Saturday,56,20,11,25,112,high
9:45:00 PM,4,Saturday,106,22,16,18,162,normal
10:00:00 PM,4,Saturday,10,1,1,12,24,low
10:15:00 PM,4,Saturday,12,4,1,33,50,normal
10:30:00 PM,4,Saturday,16,4,0,16,36,normal
10:45:00 PM,4,Saturday,18,1,0,18,37,normal
11:00:00 PM,4,Saturday,19,2,0,36,57,normal
11:15:00 PM,4,Saturday,18,4,1,35,58,normal
11:30:00 PM,4,Saturday,17,0,0,31,48,normal
11:45:00 PM,4,Saturday,18,1,0,16,35,normal
12:00:00 AM,5,Sunday,15,4,0,37,56,normal
12:15:00 AM,5,Sunday,11,5,0,14,30,normal
12:30:00 AM,5,Sunday,11,5,0,22,38,normal
12:45:00 AM,5,Sunday,12,2,1,37,52,normal
1:00:00 AM,5,Sunday,18,1,1,34,54,normal
1:15:00 AM,5,Sunday,19,1,0,11,31,low
1:30:00 AM,5,Sunday,11,4,1,26,42,normal
1:45:00 AM,5,Sunday,18,3,0,28,49,normal
2:00:00 AM,5,Sunday,12,4,1,37,54,normal
2:15:00 AM,5,Sunday,11,1,1,29,42,normal
2:30:00 AM,5,Sunday,19,5,1,29,54,normal
2:45:00 AM,5,Sunday,18,4,0,11,33,low
3:00:00 AM,5,Sunday,16,4,0,29,49,normal
3:15:00 AM,5,Sunday,19,4,1,33,57,normal
3:30:00 AM,5,Sunday,15,3,1,12,31,low
3:45:00 AM,5,Sunday,16,4,1,28,49,normal
4:00:00 AM,5,Sunday,11,4,0,20,35,normal
4:15:00 AM,5,Sunday,93,4,1,16,114,normal
4:30:00 AM,5,Sunday,114,12,7,18,151,normal
4:45:00 AM,5,Sunday,56,7,5,20,88,normal
5:00:00 AM,5,Sunday,92,23,3,19,137,normal
5:15:00 AM,5,Sunday,99,6,6,7,118,normal
5:30:00 AM,5,Sunday,108,14,6,9,137,normal
5:45:00 AM,5,Sunday,66,20,2,16,104,normal
6:00:00 AM,5,Sunday,147,26,44,5,222,heavy
6:15:00 AM,5,Sunday,139,27,29,1,196,heavy
6:30:00 AM,5,Sunday,119,31,36,5,191,heavy
6:45:00 AM,5,Sunday,114,30,21,2,167,normal
7:00:00 AM,5,Sunday,103,27,21,4,155,normal
7:15:00 AM,5,Sunday,105,17,29,4,155,high
7:30:00 AM,5,Sunday,124,29,41,1,195,heavy
7:45:00 AM,5,Sunday,118,19,34,1,172,heavy
8:00:00 AM,5,Sunday,101,37,32,0,170,heavy
8:15:00 AM,5,Sunday,109,11,48,1,169,heavy
