Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
12:00:00 AM,16,Monday,11,2,2,39,54,normal
12:15:00 AM,16,Monday,7,1,0,29,37,normal
12:30:00 AM,16,Monday,15,0,2,33,50,normal
12:45:00 AM,16,Monday,10,0,0,20,30,normal
1:00:00 AM,16,Monday,6,0,1,40,47,normal
1:15:00 AM,16,Monday,12,1,2,31,46,normal
1:30:00 AM,16,Monday,15,0,0,26,41,normal
1:45:00 AM,16,Monday,10,0,1,31,42,normal
2:00:00 AM,16,Monday,9,0,2,38,49,normal
2:15:00 AM,16,Monday,9,2,2,37,50,normal
2:30:00 AM,16,Monday,7,0,0,34,41,normal
2:45:00 AM,16,Monday,12,2,1,26,41,normal
3:00:00 AM,16,Monday,15,0,0,34,49,normal
3:15:00 AM,16,Monday,11,0,1,29,41,normal
3:30:00 AM,16,Monday,9,1,1,30,41,normal
3:45:00 AM,16,Monday,5,2,0,28,35,normal
4:00:00 AM,16,Monday,70,1,0,25,96,normal
4:15:00 AM,16,Monday,74,0,6,25,105,normal
4:30:00 AM,16,Monday,81,3,1,20,105,normal
4:45:00 AM,16,Monday,71,2,4,21,98,normal
5:00:00 AM,16,Monday,75,7,1,28,111,normal
5:15:00 AM,16,Monday,88,5,5,25,123,normal
5:30:00 AM,16,Monday,71,2,4,19,96,normal
5:45:00 AM,16,Monday,115,10,11,15,151,normal
6:00:00 AM,16,Monday,147,26,11,5,189,heavy
6:15:00 AM,16,Monday,102,15,20,10,147,normal
6:30:00 AM,16,Monday,80,12,25,9,126,normal
6:45:00 AM,16,Monday,97,23,25,7,152,normal
7:00:00 AM,16,Monday,81,23,24,8,136,normal
7:15:00 AM,16,Monday,130,16,10,15,171,heavy
7:30:00 AM,16,Monday,103,13,24,13,153,normal
7:45:00 AM,16,Monday,138,22,20,8,188,heavy
8:00:00 AM,16,Monday,128,16,22,12,178,heavy
8:15:00 AM,16,Monday,91,14,11,8,124,normal
8:30:00 AM,16,Monday,141,27,12,9,189,heavy
8:45:00 AM,16,Monday,114,19,25,5,163,normal
9:00:00 AM,16,Monday,53,14,30,10,107,normal
9:15:00 AM,16,Monday,69,9,17,5,100,normal
9:30:00 AM,16,Monday,39,8,16,10,73,normal
9:45:00 AM,16,Monday,71,13,25,8,117,normal
10:00:00 AM,16,Monday,48,8,29,12,97,normal
10:15:00 AM,16,Monday,73,14,18,17,122,normal
10:30:00 AM,16,Monday,61,8,7,18,94,low
10:45:00 AM,16,Monday,44,7,11,30,92,normal
11:00:00 AM,16,Monday,59,0,7,35,101,normal
11:15:00 AM,16,Monday,50,3,5,29,87,normal
11:30:00 AM,16,Monday,26,3,5,28,62,normal
11:45:00 AM,16,Monday,24,7,13,34,78,normal
12:00:00 PM,16,Monday,35,3,3,33,74,normal
12:15:00 PM,16,Monday,59,10,9,25,103,normal
12:30:00 PM,16,Monday,31,2,5,33,71,normal
12:45:00 PM,16,Monday,21,10,7,31,69,normal
1:00:00 PM,16,Monday,68,20,24,14,126,normal
1:15:00 PM,16,Monday,31,4,21,22,78,normal
1:30:00 PM,16,Monday,44,6,18,17,85,normal
1:45:00 PM,16,Monday,39,16,27,26,108,normal
2:00:00 PM,16,Monday,25,19,35,18,97,normal
2:15:00 PM,16,Monday,16,4,29,14,63,normal
2:30:00 PM,16,Monday,8,11,24,12,55,normal
2:45:00 PM,16,Monday,35,18,3,16,72,low
3:00:00 PM,16,Monday,95,16,16,21,148,normal
3:15:00 PM,16,Monday,8,3,32,22,65,normal
3:30:00 PM,16,Monday,30,19,14,18,81,low
3:45:00 PM,16,Monday,125,11,26,11,173,heavy
4:00:00 PM,16,Monday,130,10,30,20,190,heavy
4:15:00 PM,16,Monday,149,27,24,19,219,heavy
4:30:00 PM,16,Monday,107,25,38,14,184,heavy
4:45:00 PM,16,Monday,129,16,23,10,178,heavy
5:00:00 PM,16,Monday,131,7,33,13,184,heavy
5:15:00 PM,16,Monday,124,20,13,14,171,heavy
5:30:00 PM,16,Monday,102,20,17,16,155,normal
5:45:00 PM,16,Monday,144,13,12,20,189,heavy
6:00:00 PM,16,Monday,148,9,37,18,212,heavy
6:15:00 PM,16,Monday,141,11,33,16,201,heavy
6:30:00 PM,16,Monday,96,18,5,30,149,normal
6:45:00 PM,16,Monday,85,7,13,31,136,high
