Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
12:00:00 AM,10,Tuesday,31,0,4,4,39,low
12:15:00 AM,10,Tuesday,49,0,3,3,55,low
12:30:00 AM,10,Tuesday,46,0,3,6,55,low
12:45:00 AM,10,Tuesday,51,0,2,5,58,low
1:00:00 AM,10,Tuesday,57,6,15,16,94,normal
1:15:00 AM,10,Tuesday,44,0,5,4,53,low
1:30:00 AM,10,Tuesday,37,0,1,4,42,low
1:45:00 AM,10,Tuesday,42,4,4,5,55,low
2:00:00 AM,10,Tuesday,51,0,9,7,67,low
2:15:00 AM,10,Tuesday,34,0,4,7,45,low
2:30:00 AM,10,Tuesday,45,0,1,1,47,low
2:45:00 AM,10,Tuesday,45,0,1,3,49,low
3:00:00 AM,10,Tuesday,50,0,3,0,53,low
3:15:00 AM,10,Tuesday,34,0,4,4,42,low
3:30:00 AM,10,Tuesday,129,22,42,1,194,heavy
3:45:00 AM,10,Tuesday,144,16,49,0,209,heavy
4:00:00 AM,10,Tuesday,111,28,20,3,162,normal
4:15:00 AM,10,Tuesday,67,11,10,16,104,normal
4:30:00 AM,10,Tuesday,65,24,7,16,112,normal
4:45:00 AM,10,Tuesday,94,27,7,16,144,normal
5:00:00 AM,10,Tuesday,94,20,8,7,129,normal
5:15:00 AM,10,Tuesday,67,29,5,10,111,low
5:30:00 AM,10,Tuesday,56,12,2,14,84,normal
5:45:00 AM,10,Tuesday,57,13,3,11,84,low
6:00:00 AM,10,Tuesday,129,22,42,1,194,heavy
6:15:00 AM,10,Tuesday,144,16,49,0,209,heavy
6:30:00 AM,10,Tuesday,111,28,20,3,162,normal
6:45:00 AM,10,Tuesday,120,27,46,3,196,heavy
7:00:00 AM,10,Tuesday,102,39,47,1,189,heavy
7:15:00 AM,10,Tuesday,145,23,27,0,195,heavy
7:30:00 AM,10,Tuesday,114,37,21,5,177,heavy
7:45:00 AM,10,Tuesday,108,18,22,1,149,normal
8:00:00 AM,10,Tuesday,122,28,33,1,184,heavy
8:15:00 AM,10,Tuesday,114,39,30,3,186,heavy
8:30:00 AM,10,Tuesday,150,36,25,1,212,heavy
8:45:00 AM,10,Tuesday,107,10,49,2,168,heavy
9:00:00 AM,10,Tuesday,124,24,22,0,170,heavy
9:15:00 AM,10,Tuesday,77,16,39,29,161,high
9:30:00 AM,10,Tuesday,15,23,30,21,89,normal
9:45:00 AM,10,Tuesday,32,22,38,21,113,high
10:00:00 AM,10,Tuesday,68,13,29,24,134,high
10:15:00 AM,10,Tuesday,27,16,36,30,109,normal
10:30:00 AM,10,Tuesday,76,7,11,15,109,normal
10:45:00 AM,10,Tuesday,41,23,20,17,101,normal
11:00:00 AM,10,Tuesday,33,10,3,29,75,normal
11:15:00 AM,10,Tuesday,58,8,14,29,109,normal
11:30:00 AM,10,Tuesday,65,7,11,26,109,normal
11:45:00 AM,10,Tuesday,47,9,6,29,91,normal
12:00:00 PM,10,Tuesday,38,10,5,25,78,normal
12:15:00 PM,10,Tuesday,57,8,12,29,106,normal
12:30:00 PM,10,Tuesday,20,6,4,20,50,normal
12:45:00 PM,10,Tuesday,24,9,14,23,70,normal
1:00:00 PM,10,Tuesday,52,10,13,21,96,normal
1:15:00 PM,10,Tuesday,79,15,36,18,148,high
1:30:00 PM,10,Tuesday,84,24,22,18,148,normal
1:45:00 PM,10,Tuesday,59,19,35,16,129,high
2:00:00 PM,10,Tuesday,88,26,31,19,164,high
2:15:00 PM,10,Tuesday,24,11,32,13,80,normal
2:30:00 PM,10,Tuesday,110,17,23,20,170,heavy
2:45:00 PM,10,Tuesday,29,26,5,6,66,low
3:00:00 PM,10,Tuesday,43,26,11,20,100,normal
3:15:00 PM,10,Tuesday,68,28,9,15,120,normal
3:30:00 PM,10,Tuesday,108,16,8,18,150,normal
3:45:00 PM,10,Tuesday,101,26,8,14,149,normal
4:00:00 PM,10,Tuesday,141,31,36,6,214,heavy
4:15:00 PM,10,Tuesday,120,25,28,5,178,heavy
4:30:00 PM,10,Tuesday,137,23,44,5,209,heavy
4:45:00 PM,10,Tuesday,124,11,30,7,172,heavy
5:00:00 PM,10,Tuesday,145,25,49,7,226,heavy
5:15:00 PM,10,Tuesday,122,37,23,8,190,heavy
5:30:00 PM,10,Tuesday,136,30,20,9,195,heavy
5:45:00 PM,10,Tuesday,145,18,40,9,212,heavy
6:00:00 PM,10,Tuesday,138,34,28,5,205,heavy
6:15:00 PM,10,Tuesday,123,10,29,8,170,heavy
6:30:00 PM,10,Tuesday,105,15,21,9,150,normal
6:45:00 PM,10,Tuesday,75,22,20,11,128,normal
7:00:00 PM,10,Tuesday,90,12,10,13,125,normal
7:15:00 PM,10,Tuesday,102,22,20,16,160,normal
7:30:00 PM,10,Tuesday,61,18,15,27,121,high
7:45:00 PM,10,Tuesday,70,8,14,6,98,low
8:00:00 PM,10,Tuesday,80,17,12,34,143,high
8:15:00 PM,10,Tuesday,62,12,14,19,107,normal
8:30:00 PM,10,Tuesday,96,5,11,13,125,normal
8:45:00 PM,10,Tuesday,102,6,12,13,133,normal
9:00:00 PM,10,Tuesday,91,14,15,6,126,normal
9:15:00 PM,10,Tuesday,95,8,17,13,133,normal
9:30:00 PM,10,Tuesday,75,15,12,21,123,high
9:45:00 PM,10,Tuesday,53,21,20,10,104,normal
10:00:00 PM,10,Tuesday,13,1,0,19,33,normal
10:15:00 PM,10,Tuesday,10,0,1,24,35,normal
10:30:00 PM,10,Tuesday,16,2,0,33,51,normal
10:45:00 PM,10,Tuesday,11,1,0,29,41,normal
11:00:00 PM,10,Tuesday,18,2,1,13,34,normal
11:15:00 PM,10,Tuesday,15,0,1,11,27,low
11:30:00 PM,10,Tuesday,14,1,0,33,48,normal
11:45:00 PM,10,Tuesday,17,2,0,22,41,normal
12:00:00 AM,11,Wednesday,12,2,1,17,32,normal
12:15:00 AM,11,Wednesday,18,0,0,29,47,normal
12:30:00 AM,11,Wednesday,16,1,0,14,31,normal
12:45:00 AM,11,Wednesday,20,0,0,14,34,normal
1:00:00 AM,11,Wednesday,20,1,1,30,52,normal
1:15:00 AM,11,Wednesday,15,0,1,23,39,normal
1:30:00 AM,11,Wednesday,16,0,1,26,43,normal
1:45:00 AM,11,Wednesday,18,4,0,11,33,low
2:00:00 AM,11,Wednesday,17,3,1,36,57,normal
2:15:00 AM,11,Wednesday,14,4,1,10,29,low
2:30:00 AM,11,Wednesday,18,2,1,25,46,normal
2:45:00 AM,11,Wednesday,12,2,0,19,33,normal
3:00:00 AM,11,Wednesday,11,4,0,30,45,normal
3:15:00 AM,11,Wednesday,19,1,1,36,57,normal
3:30:00 AM,11,Wednesday,10,4,0,36,50,normal
3:45:00 AM,11,Wednesday,20,1,1,32,54,normal
4:00:00 AM,11,Wednesday,15,5,1,40,61,normal
4:15:00 AM,11,Wednesday,104,6,5,1,116,normal
4:30:00 AM,11,Wednesday,109,25,3,8,145,normal
4:45:00 AM,11,Wednesday,82,23,8,20,133,normal
5:00:00 AM,11,Wednesday,81,25,1,18,125,normal
5:15:00 AM,11,Wednesday,95,16,10,1,122,normal
5:30:00 AM,11,Wednesday,91,24,7,6,128,normal
5:45:00 AM,11,Wednesday,81,30,10,0,121,normal
6:00:00 AM,11,Wednesday,125,13,26,2,166,high
6:15:00 AM,11,Wednesday,125,39,49,3,216,heavy
6:30:00 AM,11,Wednesday,125,34,37,1,197,heavy
6:45:00 AM,11,Wednesday,125,19,25,4,173,heavy
7:00:00 AM,11,Wednesday,125,15,49,0,189,heavy
7:15:00 AM,11,Wednesday,125,32,50,5,212,heavy
7:30:00 AM,11,Wednesday,125,38,50,1,214,heavy
7:45:00 AM,11,Wednesday,125,29,29,3,186,heavy
8:00:00 AM,11,Wednesday,125,31,48,4,208,heavy
8:15:00 AM,11,Wednesday,125,32,50,0,207,heavy
8:30:00 AM,11,Wednesday,125,31,45,0,201,heavy
8:45:00 AM,11,Wednesday,125,21,20,1,167,normal
9:00:00 AM,11,Wednesday,125,28,36,0,189,heavy
9:15:00 AM,11,Wednesday,39,10,37,16,102,normal
9:30:00 AM,11,Wednesday,89,8,12,13,122,normal
9:45:00 AM,11,Wednesday,51,16,16,13,96,normal
10:00:00 AM,11,Wednesday,17,9,18,28,72,normal
10:15:00 AM,11,Wednesday,48,25,36,21,130,high
10:30:00 AM,11,Wednesday,93,7,30,16,146,high
10:45:00 AM,11,Wednesday,55,15,36,15,121,high
11:00:00 AM,11,Wednesday,51,10,8,22,91,normal
11:15:00 AM,11,Wednesday,51,7,3,24,85,normal
11:30:00 AM,11,Wednesday,51,9,7,30,97,normal
11:45:00 AM,11,Wednesday,51,7,14,20,92,normal
12:00:00 PM,11,Wednesday,51,10,14,20,95,normal
12:15:00 PM,11,Wednesday,51,10,6,22,89,normal
12:30:00 PM,11,Wednesday,51,8,11,22,92,normal
12:45:00 PM,11,Wednesday,51,6,10,26,93,normal
1:00:00 PM,11,Wednesday,51,7,7,27,92,normal
1:15:00 PM,11,Wednesday,104,17,25,20,166,normal
1:30:00 PM,11,Wednesday,6,28,27,14,75,normal
1:45:00 PM,11,Wednesday,54,29,37,9,129,high
2:00:00 PM,11,Wednesday,43,13,30,20,106,normal
2:15:00 PM,11,Wednesday,60,21,26,11,118,high
2:30:00 PM,11,Wednesday,101,23,8,20,152,normal
2:45:00 PM,11,Wednesday,62,26,19,11,118,normal
3:00:00 PM,11,Wednesday,39,24,13,11,87,low
3:15:00 PM,11,Wednesday,90,20,35,7,152,high
3:30:00 PM,11,Wednesday,109,30,22,20,181,heavy
3:45:00 PM,11,Wednesday,68,26,25,20,139,normal
4:00:00 PM,11,Wednesday,142,22,37,6,207,heavy
4:15:00 PM,11,Wednesday,113,14,20,5,152,normal
4:30:00 PM,11,Wednesday,142,13,37,8,200,heavy
4:45:00 PM,11,Wednesday,108,23,26,9,166,high
5:00:00 PM,11,Wednesday,122,29,30,7,188,heavy
5:15:00 PM,11,Wednesday,133,12,30,7,182,heavy
5:30:00 PM,11,Wednesday,118,23,38,10,189,heavy
5:45:00 PM,11,Wednesday,121,35,26,8,190,heavy
6:00:00 PM,11,Wednesday,116,23,20,8,167,normal
6:15:00 PM,11,Wednesday,132,12,27,8,179,heavy
6:30:00 PM,11,Wednesday,144,17,33,7,201,heavy
6:45:00 PM,11,Wednesday,103,21,11,11,146,normal
7:00:00 PM,11,Wednesday,107,15,10,15,147,normal
